_id/$oid,ID,OrgStructureName,Code,CodeBranch,AddressDetail,Phone,TypeID,ParentID,BranchID,OrderNumber,Status,DecisionNo,OrgStructureTypeID,TypeDurationID,SortID,CompanyID,OrgUnitID
5f0578fedc89b71bdcd066d4,3f22e367-5c43-4858-a772-16df724f98de,Hành chính Nhân sự,351310,,,,,1b3e1722-671f-4a6f-aa9a-f9e134d6f2ff,,2071,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,1973,1b441cc4-3fac-4d3c-87a0-4c4f84e40828,e7335007-4306-4171-beea-5aa602e156ca
5f0578fedc89b71bdcd066d5,0616239f-4701-453e-bff6-16e4911b2962,Chuyền đa năng,321039,O32,,,271212e8-91f8-4d63-91b8-14df7020e6b9,c2f0c53d-aa4d-41f9-8146-8438e1c2867d,3b5ce8ce-ba06-47d2-b0cd-99473a140888,360,E_APPROVED,PPJ,a5a783d6-f308-40e7-b7d8-48253d97b32a,,114,66975682-b725-46e4-ae24-202cc09000fc,5acff83a-a3bb-42a5-be3d-eeeb5389d4f6
5f0578fedc89b71bdcd066d6,8820ba08-dbab-4080-8d41-16ecea33f1c2,Chi nhánh Hà Nội - Công ty Cổ phần Vinatex quốc tế,VTJHN,VTJHN,,,8595f0b4-94ac-4b1d-984b-09bd0914fc3a,2d51e4d9-0e27-451f-82d8-04da8d6b9797,080d68bc-9793-4013-aabc-6210240d11d1,1961,E_APPROVED,PPJ,df6ce13e-7ac8-4770-8f63-1356e84391a4,,1863,33405c79-df27-4b10-a106-d4e42e8d165b,f912dab9-1991-4947-b28c-25b86880f622
5f0578fedc89b71bdcd066d7,8d294718-99d0-4e98-b3c5-16f370f7c81f,Thêu 1,231110,23,,,271212e8-91f8-4d63-91b8-14df7020e6b9,0ce4fb79-a3a6-48f1-892b-db77e94cd20e,c2c102fd-d9b6-48d6-a33d-8be772186f97,396,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,115,8d841819-283e-4a63-b19f-c76e6109ddb5,1390c0f9-3390-498a-a3f5-667ba650cdc3
5f0578fedc89b71bdcd066d8,c5a685c9-7276-4140-a250-16f7965d8ae2,Bộ phận Cơ điện - Bảo trì,P01800,P01,,,5a113616-3a42-445c-9142-981362ab5420,e46be7b7-7cce-4236-83f4-ee60e78e51c4,e46be7b7-7cce-4236-83f4-ee60e78e51c4,709,E_APPROVED,PPJ,3511c23f-2934-4a19-b08f-76c65fdcc21b,,116,bc59c03f-8774-470f-90de-90c899280f1e,18e739cf-506a-45fa-8064-cbef0f522137
5f0578fedc89b71bdcd066d9,f0ab7f85-e2ae-4504-9907-16f91fef4751,Ban Giám đốc,631015,,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,,281b5367-4a9c-4569-89e0-54714a7f82c1,,1425,E_INACTIVE,PPJ,a5a783d6-f308-40e7-b7d8-48253d97b32a,,1326,2d6506e5-83a7-4876-99eb-8e3258ee7243,1bc0d60e-9111-436d-9fa9-0c690a55b5ac
5f0578fedc89b71bdcd066da,ee82f63e-ce5d-4dd4-8e0e-17085a2b4005,Bộ phận thời trang ,271400,27,,,5a113616-3a42-445c-9142-981362ab5420,94a39a1f-9bb8-4112-899a-88602eed7ceb,94a39a1f-9bb8-4112-899a-88602eed7ceb,43,E_APPROVED,PPJ,3511c23f-2934-4a19-b08f-76c65fdcc21b,,117,ca996696-1290-46bc-a4bb-c74b26ae56bd,f727925a-ec58-4b2e-bbe9-c191ab2f1c2e
5f0578fedc89b71bdcd066db,00508f9d-af24-488a-8ea5-1746b4eb0dd7,Kỹ thuật triển khai,P04201,,,,,dc1266dc-536c-47b6-98a2-73d52c2cb5ac,,1412,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,1312,d41f6b0e-3d5f-45ac-8146-e421e04794fe,c3922a4c-338d-47f7-8ebb-750e8ec74151
5f0578fedc89b71bdcd066dc,4ad7070b-ca4c-4a65-a417-1d02b3455884,"Bộ phận gấp xếp, bắn nhãn, đóng gói",331304,33,,,271212e8-91f8-4d63-91b8-14df7020e6b9,aed73221-e2a8-4f35-ac10-b8fad196abb8,24b4912d-92b6-4aea-beb1-7840f3d32507,54,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,137,a28225d0-5537-4faf-a83c-05a7ea4f0035,c347747d-26c9-4de2-872c-6b2c8a638365
5f0578fedc89b71bdcd066dd,f8d771a1-09b7-42e4-a81c-f355046f0441,Bộ phận Kỹ thuật ,230400,23,,,5a113616-3a42-445c-9142-981362ab5420,c2c102fd-d9b6-48d6-a33d-8be772186f97,c2c102fd-d9b6-48d6-a33d-8be772186f97,313,E_APPROVED,PPJ,3511c23f-2934-4a19-b08f-76c65fdcc21b,,840,8d841819-283e-4a63-b19f-c76e6109ddb5,df8a98fa-cf4d-4c62-a568-85e468a04d36
