_id/$oid,ID,StopWorkType,ResignReasonID,DateStop,Status,ProfileID,JobTitleID,PositionID,OrgStructureID,StoredDocuments,DateQuitSign,ContractTypeID,SortID
5f056710dc89b7165c352473,b3dbca1f-5b79-4fd4-b6b1-195fd4be70e6,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2018-08-23 00:00:00,E_APPROVED,982906b7-efd1-4953-a9e5-4a352a422fc0,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,66053
5f056710dc89b7165c352474,747c8231-0b1d-4aee-8fd6-1bcce08a0a76,E_STOP,,2019-02-18 00:00:00,E_APPROVED,b07d8492-27c8-4592-87e4-1226b4bebc9b,b74a1743-300e-4a94-9fc2-25a1a8bce7e7,d67c6bda-49aa-4db9-a2c0-69d884506392,c13d45da-1956-439b-bd84-00c54ce3fa7b,,,,69518
5f056710dc89b7165c352475,4e2f2f07-51a8-45f3-aeeb-1f458b1ea5b6,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2014-03-01 00:00:00,E_APPROVED,347fa3e6-31b9-4484-88bb-cf6bde05d1d3,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,47590
5f056710dc89b7165c352476,1900cf25-362c-4f66-b68e-1f4a695292f5,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2016-08-15 00:00:00,E_APPROVED,2a7fd452-8064-4b0d-b007-48b30c2db9f9,,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,2016-08-15 00:00:00,,39103
5f056710dc89b7165c352477,daecfad3-c11c-463c-b5ea-1fd48dc08988,E_STOP,043ef409-236b-44a1-8299-dd8ac6066b22,2018-07-11 00:00:00,E_APPROVED,18faf7ff-00cd-4b1e-9b40-812c57703312,9b2088e1-7311-4cc3-bdbc-2fcd310f233c,746df068-4b43-4e97-99f8-6ab764b9ae2b,1560d69a-b684-4762-913d-003400f3952e,,,,64126
5f056710dc89b7165c352478,a1c5dd80-f235-4509-91f2-2013211dc4e2,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2014-03-01 00:00:00,E_APPROVED,fef19b1a-8ee6-4088-8c29-b19f74b3f5f3,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,45733
5f056710dc89b7165c352479,e3d7dff2-f404-4c28-989b-21e11e2cf112,E_STOP,,2017-11-16 00:00:00,E_APPROVED,4b85fc3e-f085-4fa7-a9d6-31640eb9407d,,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,57393
5f056710dc89b7165c35247a,1e8322e9-1538-4bb4-9feb-2302ae93a955,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2018-04-30 00:00:00,E_APPROVED,aefbf90b-048e-4d39-b04a-cb87b91e56bb,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,,,61181
5f056710dc89b7165c35247b,5e19eaab-e4ef-4b80-8279-24e6d1f7a053,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2017-02-10 00:00:00,E_APPROVED,f374b768-2d81-443c-a97d-5d2faf2bb19e,45ef72c6-d285-4aea-83bd-8139c21623b0,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,56864
5f056710dc89b7165c35247c,94ca068a-2763-484b-a506-2709602a0fa6,E_STOP,043ef409-236b-44a1-8299-dd8ac6066b22,2019-03-01 00:00:00,E_APPROVED,a13f91d6-7d04-49ac-a868-0bfbde70b85a,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,,,71069
5f056710dc89b7165c35247d,bd72b9c9-e18f-4f9c-a667-28c9e9c1e3af,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2015-10-15 00:00:00,E_APPROVED,4adb7342-e57c-4363-8a32-624900849fe0,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2015-10-15 00:00:00,,40687
5f056710dc89b7165c35247e,01eeec51-922e-4726-bb7f-29585661774d,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2017-09-18 00:00:00,E_APPROVED,9d549120-55f5-4998-9abf-13c1487cde19,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,55664
5f056710dc89b7165c35247f,66ee4680-fdb1-43e4-88ea-2a6166b316ea,E_STOP,b629bf20-4e11-4181-beff-333447233f0b,2016-04-22 00:00:00,E_APPROVED,3a17da7c-73ac-4284-8c7c-02c5ec1ef4d4,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-04-22 00:00:00,,34756
5f056710dc89b7165c352480,05936422-6b9c-4ad3-bd27-2d00aa361556,E_STOP,,2017-02-10 00:00:00,E_APPROVED,2d35bf42-60b5-4fa2-9686-c16d1e52f8af,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,56769
5f056710dc89b7165c352481,cda9ee5a-40b5-48b7-9748-2db43e7cb4d3,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2015-07-21 00:00:00,E_APPROVED,c3a86c6c-884e-462e-98a9-363525fa7d7b,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2015-07-24 00:00:00,,37915
5f056710dc89b7165c352482,5fc7691c-cb51-4ab8-b154-2de27901e596,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2015-05-11 00:00:00,E_APPROVED,d6d433b8-d765-4b7f-9099-d99547882550,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,48208
5f056710dc89b7165c352483,42986e0a-8f63-4721-b46b-30700f188a90,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2016-07-27 00:00:00,E_APPROVED,3dda3cc5-cb75-444c-b626-cf1e50491e74,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-07-27 00:00:00,,47567
5f056710dc89b7165c352484,c84131cc-adc3-43d4-9824-31c0fec7ea5f,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2016-06-01 00:00:00,E_APPROVED,5dc0a1ef-1022-40bd-85e5-ea339cacdbd2,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-06-01 00:00:00,,49204
5f056710dc89b7165c352485,3b5864e5-e994-43d1-a91b-31c7678ddc8f,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2018-07-17 00:00:00,E_APPROVED,89934b7b-4bda-44ad-82f6-cb5fa6c81994,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,,,64187
5f056710dc89b7165c352486,c0abb208-93f9-4bdd-962e-31fadfaff1fd,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2017-09-01 00:00:00,E_APPROVED,c68a1586-680b-4dae-94f5-e43c11309208,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,55528
5f056710dc89b7165c352487,a5cc141a-9f7e-43c5-9399-3259a2fcf576,E_STOP,043ef409-236b-44a1-8299-dd8ac6066b22,2019-03-19 00:00:00,E_APPROVED,4f706213-1e40-4f87-bfd8-aa20b223c186,,,85b54972-10dc-4660-a518-00b6b840020a,,2019-03-19 00:00:00,,70112
5f056710dc89b7165c352488,2396409e-329e-490c-a97f-348f68a6c572,E_STOP,31b31dc0-7ef4-4e05-bd9a-b1ffffc32606,2020-04-14 00:00:00,E_APPROVED,090ff7c3-4505-4ca6-9b76-9c520198efff,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,,2020-04-14 15:22:33,28906e07-c67c-4d6d-b809-1cc6e62d9938,81050
5f056710dc89b7165c352489,28b7e3ce-f670-4d11-a414-373d484d4d7b,E_STOP,043ef409-236b-44a1-8299-dd8ac6066b22,2017-05-17 00:00:00,E_APPROVED,4fdb90f1-f286-45af-9d0c-5e7b671a9bfd,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,53835
5f056710dc89b7165c35248a,8454974f-3a6d-488d-8bd1-3aba2db2b497,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2017-05-09 00:00:00,E_APPROVED,a7bf23e7-2163-4c57-8ad6-fb4b19af3904,,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,56870
5f056710dc89b7165c35248b,8190dde0-74a8-48bf-877d-3c71df56761a,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2017-03-14 00:00:00,E_APPROVED,28d65850-b777-4f47-ad30-0ab18c91d601,,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,56877
5f056710dc89b7165c35248c,faafbcd8-5150-49ed-a743-3ccf26378ede,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2019-04-12 00:00:00,E_APPROVED,f0b38ff1-aa05-4cd8-8f1b-d88eb59453f2,c85ac4aa-0b4a-40c1-a62a-d3a22823dca3,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,,,71502
5f056710dc89b7165c35248d,38ca007b-447a-4be1-b350-3db8cb237b0d,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2016-07-25 00:00:00,E_APPROVED,e1e1cf67-0d4c-4fb8-853e-a33931a37a3a,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-07-25 00:00:00,,44833
5f056710dc89b7165c35248e,92ecebc0-0c73-4022-9fe7-3ee5c7d90132,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2017-08-21 00:00:00,E_APPROVED,87b1f909-5cf4-45fc-8d24-9b6d7d8963fd,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,56876
5f056710dc89b7165c35248f,baa1c4df-4ebc-457c-b7b7-407607be8034,E_STOP,043ef409-236b-44a1-8299-dd8ac6066b22,2019-04-09 00:00:00,E_APPROVED,4d3e64fa-e5b5-4d6d-87e8-4bb60dde3a0d,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,,,71432
5f056710dc89b7165c352490,63d77ae3-3d14-4901-bd36-4126e950aa64,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2016-08-22 00:00:00,E_APPROVED,b43fb034-c4c8-4672-befe-70f52adecee2,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-08-22 00:00:00,,41621
5f056710dc89b7165c352491,40ba01b0-c6d9-46fc-9993-41d8b88fb109,E_STOP,31b31dc0-7ef4-4e05-bd9a-b1ffffc32606,2019-10-08 00:00:00,E_APPROVED,5dfff5a1-7236-4b74-b693-ba1f0d29dd60,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,,2019-10-08 13:09:54,28906e07-c67c-4d6d-b809-1cc6e62d9938,75963
5f056710dc89b7165c352492,31720cee-9aaa-425a-975a-43fa4fc89cd1,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2017-02-17 00:00:00,E_APPROVED,69ea16cd-8b85-4cca-ab60-b8d88c816cf3,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,51873
5f056710dc89b7165c352493,0dad29a1-ed88-4358-bd20-471195c54010,E_STOP,31b31dc0-7ef4-4e05-bd9a-b1ffffc32606,2019-02-20 00:00:00,E_APPROVED,ad39dadb-0597-4c21-852a-a37d69b2d5ff,,,d1739d97-7fcf-433b-bcb9-00b023b3a35b,,2019-02-20 00:00:00,,69974
5f056710dc89b7165c352494,95e84d08-955d-44a0-a331-474cdb84fa88,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2018-11-05 00:00:00,E_APPROVED,cc11ece9-30ca-4393-8022-46db237dfbb9,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,67949
5f056710dc89b7165c352495,964352c7-9b68-4180-8b32-475b88a87c06,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2015-03-02 00:00:00,E_APPROVED,a229dc5c-00ed-4f60-81af-169222906cfe,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2015-03-07 00:00:00,,35943
5f056710dc89b7165c352496,1b1f29a5-f8ce-493f-9e96-489a57717efd,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2015-03-09 00:00:00,E_APPROVED,9d71465e-916a-4fe4-a255-2b3239872439,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2015-03-16 00:00:00,,37226
5f056710dc89b7165c352497,f8ab396c-6c72-4e8e-af3d-48be790f4aea,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2016-09-30 00:00:00,E_APPROVED,68487cc8-5ced-4019-825b-888013136fe2,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-09-30 00:00:00,,43106
5f056710dc89b7165c352498,dbe7aab0-d035-4c3a-b08d-48f85a829529,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2014-03-01 00:00:00,E_APPROVED,c078ee00-e64c-4b12-b838-2cace694f81f,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,746df068-4b43-4e97-99f8-6ab764b9ae2b,cf01ad24-6fa0-425e-adca-004b367eec31,,,,37302
5f056710dc89b7165c352499,f6355271-9ceb-45bf-951a-4976ff371da0,E_STOP,8b545eda-6ec6-46e1-a0c4-82a7c808f0c0,2019-04-01 00:00:00,E_APPROVED,526367cc-8794-4a7b-b46c-0e1cd18d2fe4,cf581b06-5e33-4719-949e-4fcc355a6af5,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,2019-04-01 00:00:00,,70475
5f056710dc89b7165c35249a,cb58e191-f163-49d9-86aa-4a7d42cc6fe7,E_STOP,31b31dc0-7ef4-4e05-bd9a-b1ffffc32606,2020-06-13 00:00:00,E_APPROVED,0e05d317-7938-42cb-82e7-84f3586ae12b,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,,2020-06-13 08:43:12,28906e07-c67c-4d6d-b809-1cc6e62d9938,82362
5f056710dc89b7165c35249b,8400a84b-9ac5-4347-a7c3-4b7a2b9a40b4,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2016-03-04 00:00:00,E_APPROVED,34ecfa49-ac99-4480-9176-ff8d2960307f,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,2016-03-04 00:00:00,,50522
5f056710dc89b7165c35249c,60765ffb-136b-4ca7-80fb-4bf6e3f636a0,E_STOP,d9db3253-85f3-4b54-b2e2-02afcafb9ccf,2017-08-21 00:00:00,E_APPROVED,7c529c9d-47e7-421d-92f0-8e6b6c56b027,,,85b54972-10dc-4660-a518-00b6b840020a,,,,55307
5f056710dc89b7165c35249d,47a0f6ab-e9f7-4cad-96e1-4db94790e6c5,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2016-07-01 00:00:00,E_APPROVED,66302db5-7188-4d21-ade6-63f03967ca4b,,d67c6bda-49aa-4db9-a2c0-69d884506392,6fdeee1b-4bab-4155-95a9-005b5669eeae,,,,56872
5f056710dc89b7165c35249e,281f3004-dac9-422b-a190-4e98f8a701bf,E_STOP,31b31dc0-7ef4-4e05-bd9a-b1ffffc32606,2018-10-04 00:00:00,E_APPROVED,3c923bcc-89c4-458e-8980-2790203fdb5e,6550c8c9-76ce-48d8-9d96-7f8bc19d1a32,d67c6bda-49aa-4db9-a2c0-69d884506392,d1739d97-7fcf-433b-bcb9-00b023b3a35b,,,,67572
5f056710dc89b7165c35249f,ec21f004-3284-46ba-8827-4f165d60d922,E_STOP,f2c0c0e3-dbf9-48bb-a9ce-c87476bdd55d,2019-07-01 00:00:00,E_CANCEL,0e05d317-7938-42cb-82e7-84f3586ae12b,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,,2019-07-01 09:05:51,81e808f3-5e36-48d4-a5e1-83a86628abc6,73613
5f056710dc89b7165c3524a0,d3c2c22d-b0d3-4001-a0a1-51c3b3e53d52,E_HIRE,,2018-01-15 00:00:00,E_APPROVED,a863ba7a-a23e-4182-82f5-028f40122286,b74a1743-300e-4a94-9fc2-25a1a8bce7e7,d67c6bda-49aa-4db9-a2c0-69d884506392,c13d45da-1956-439b-bd84-00c54ce3fa7b,,,,58756
5f056710dc89b7165c3524a1,a6266562-28cc-4b72-9b93-54f0181ae37b,E_STOP,043ef409-236b-44a1-8299-dd8ac6066b22,2019-05-13 00:00:00,E_APPROVED,79f2f545-fce5-46d2-b03f-4c575f39e58c,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,a6e73089-7117-45b0-a4fd-a9a37ca6c6dc,,,,72508
5f056710dc89b7165c3524a2,41f678e9-b49f-49cf-8b58-563ab1933f9e,E_STOP,f2c0c0e3-dbf9-48bb-a9ce-c87476bdd55d,2020-07-11 00:00:00,E_APPROVED,6a0bdfb8-74d7-4dea-8bb4-ef29332af44a,,,ac55f1cc-3150-4243-9860-5ff2c9de406d,,2020-06-25 12:42:52,81e808f3-5e36-48d4-a5e1-83a86628abc6,82714
5f056710dc89b7165c3524a3,c22e48ff-57c1-47a2-89a8-578b84d037c7,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2014-03-01 00:00:00,E_APPROVED,25a99d51-04af-4e2d-9ddf-a482e7bbf195,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,44919
5f056710dc89b7165c3524a4,3fa00fb9-b738-4c63-93f0-584f558dc406,E_STOP,f2c0c0e3-dbf9-48bb-a9ce-c87476bdd55d,2018-03-22 00:00:00,E_APPROVED,d62105e6-4292-4d54-883d-5f8eac63b658,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,36c2f61f-307c-4a51-a150-0022d957f0d3,,,,60307
5f056710dc89b7165c3524a5,3b44253a-e74b-4c59-84e7-5960bc959c94,E_STOP,d3df08c1-d2bc-40a9-b0a1-76d9bff31533,2014-03-01 00:00:00,E_APPROVED,11b8cbb7-d6ef-451a-84c8-0b385ff3fb60,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,d67c6bda-49aa-4db9-a2c0-69d884506392,cf01ad24-6fa0-425e-adca-004b367eec31,,,,35266
