_id/$oid,ID,Code,ProfileID,DateEffective,OrganizationStructureID,PositionID,CostCentreID,LaborType,EmployeeTypeID,PayrollGroupID,WorkLocation,JobTitleID,Status,LocationCode,OrgOld,PositionOld,LaborTypeOld,CostCentreOld,PayrollGroupOld,WorkLocationOld,LocationCodeOld,JobTitleOld,EmployeeTypeOld,SupervisorOld,CodeOld,OrgStructureOldID,CompanyID,WorkPlaceID,SortID
5f056710dc89b7165c352542,6cdc0c19-a1aa-46fd-84a2-648d84a1de8d,,35a82e1b-adf0-4193-8cbc-39752191d98d,3/14/2016 0:00,6fdeee1b-4bab-4155-95a9-005b5669eeae,d67c6bda-49aa-4db9-a2c0-69d884506392,,,,db18a177-006e-4caa-a9ef-77fcb5b7dae2,,45ef72c6-d285-4aea-83bd-8139c21623b0,E_APPROVED,,,,,,,,,,,,,,bc59c03f-8774-470f-90de-91c899280f1e,,39997
5f056710dc89b7165c352543,c724f1f5-f271-4789-9d6f-658a7239036c,,1c1d2580-0f61-46b2-bf91-006b68bf3f80,5/16/2014 0:00,85b54972-10dc-4660-a518-00b6b840020a,d67c6bda-49aa-4db9-a2c0-69d884506392,,,044a3a4f-5556-4007-b48a-7976adec345c,db18a177-006e-4caa-a9ef-77fcb5b7dae2,Nhà máy Thời trang Phong Phú,ab0a7182-3358-40d1-b236-5d6ad0ca51fa,E_APPROVED,,Bộ phận thời trang ,Công nhân,,,,Nhà máy Thời trang Phong Phú,,"Công nhân mài, chà quần bò",,,,,ca996696-1290-46bc-a4bb-c74b26ae56bd,2abfc415-6145-4238-92d7-f1997411f7e4,14968
5f056710dc89b7165c352544,168747fb-31a8-4c66-940a-65d7a84f2f4a,,51c4f6a9-83bf-4c2e-8a3f-28b1a18be51e,2/15/2017 0:00,6fdeee1b-4bab-4155-95a9-005b5669eeae,5c542667-6e02-481b-9035-ac102ca65531,,,,db18a177-006e-4caa-a9ef-77fcb5b7dae2,,45ef72c6-d285-4aea-83bd-8139c21623b0,E_APPROVED,,,,,,,,,,,,,,bc59c03f-8774-470f-90de-91c899280f1e,,46219
5f056710dc89b7165c352545,17f36884-cfe9-491c-b1f4-679e06013596,,a863ba7a-a23e-4182-82f5-028f40122286,2/26/2018 0:00,c13d45da-1956-439b-bd84-00c54ce3fa7b,d67c6bda-49aa-4db9-a2c0-69d884506392,,,,,,b74a1743-300e-4a94-9fc2-25a1a8bce7e7,E_APPROVED,,,Công nhân,,,,,,Công nhân trải vải (May công nghiệp),,,,c13d45da-1956-439b-bd84-00c54ce3fa7b,d41f6b0e-3d5f-45ac-8146-e421e04794fe,,55930
5f056710dc89b7165c352546,f5750c46-326a-440f-b41c-6844eb1edfa1,,22796418-659c-4514-a373-b53b8b86541e,8/3/2018 0:00,6fdeee1b-4bab-4155-95a9-005b5669eeae,d67c6bda-49aa-4db9-a2c0-69d884506392,,,,,,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,E_APPROVED,,,,,,,,,,,,,6fdeee1b-4bab-4155-95a9-005b5669eeae,bc59c03f-8774-470f-90de-91c899280f1e,,68118
5f056710dc89b7165c352547,5ccfca16-6719-4028-8ec2-6ae619f78ea9,,4feb3b58-bc90-4040-b3ec-1141ac537b8a,10/19/2017 0:00,c13d45da-1956-439b-bd84-00c54ce3fa7b,d67c6bda-49aa-4db9-a2c0-69d884506392,,,,,,dcaa7719-965b-4fea-8ead-054eb559049f,E_APPROVED,,,,,,,,,,,,,,d41f6b0e-3d5f-45ac-8146-e421e04794fe,,53939
5f056710dc89b7165c352548,29d01efa-0c92-470a-858c-6b60d7ce0cd2,,d133c2b8-6e53-41ed-9b35-b5479b727ee7,9/15/2014 0:00,d1739d97-7fcf-433b-bcb9-00b023b3a35b,d67c6bda-49aa-4db9-a2c0-69d884506392,,E_DIRECT,044a3a4f-5556-4007-b48a-7976adec345c,5bb552bd-f00c-4784-89e2-5f552bf7a540,,6550c8c9-76ce-48d8-9d96-7f8bc19d1a32,E_APPROVED,,,,,,,,,,,,,,25e62c81-cb1a-4273-86e0-77593daff184,,15747
5f056710dc89b7165c352549,40182436-fa91-4157-a2bb-6cadc1295b83,,a8b77496-b81b-42b7-b31a-c1197ab16104,6/2/2015 0:00,cf01ad24-6fa0-425e-adca-004b367eec31,d67c6bda-49aa-4db9-a2c0-69d884506392,,,044a3a4f-5556-4007-b48a-7976adec345c,db18a177-006e-4caa-a9ef-77fcb5b7dae2,,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,E_APPROVED,,Chuyền đào tạo,Công nhân,,,,,,Công nhân vận hành máy may( May công nghiệp),,,,,2a296a88-4d21-422e-94aa-d91aa6553156,,15944
5f056710dc89b7165c35254a,699c0162-e6e6-4659-b130-6cb9b14f0e8b,,a229dc5c-00ed-4f60-81af-169222906cfe,3/2/2015 0:00,cf01ad24-6fa0-425e-adca-004b367eec31,d67c6bda-49aa-4db9-a2c0-69d884506392,,,044a3a4f-5556-4007-b48a-7976adec345c,,,1a58745e-0d1c-4bbb-b3e3-3e0b62f3223e,E_APPROVED,,Chuyền 5,Công nhân,,,,,,Công nhân vận hành máy may( May công nghiệp),,,,,2a296a88-4d21-422e-94aa-d91aa6553156,,15950
5f056710dc89b7165c35254b,afa76504-130a-4a1c-b4d7-6cca8172e1f9,,877b0a77-4a3d-4350-9198-ff3d26d393cc,6/17/2019 0:00,d1739d97-7fcf-433b-bcb9-00b023b3a35b,d67c6bda-49aa-4db9-a2c0-69d884506392,,E_DIRECT,044a3a4f-5556-4007-b48a-7976adec345c,5bb552bd-f00c-4784-89e2-5f552bf7a540,,bc18107f-bb2c-496e-b6d7-25f43f4c69b5,E_APPROVED,,,Công nhân,E_DIRECT,,Payroll TGN123,,,Công nhân kiểm tra chất lượng (Phun hóa chất),Công nhân trực tiếp sản xuất,,,d1739d97-7fcf-433b-bcb9-00b023b3a35b,25e62c81-cb1a-4273-86e0-77593daff184,,83386
