_id/$oid,ID,OrgstructureID,E_COMPANY,E_BRANCH,E_UNIT,E_DIVISION,E_DEPARTMENT,E_TEAM,E_SECTION,E_COMPANY_CODE,E_BRANCH_CODE,E_UNIT_CODE,E_DIVISION_CODE,E_DEPARTMENT_CODE,E_TEAM_CODE,E_SECTION_CODE,SortID
5f0578fddc89b71bdcd059ab,f2588d9b-2ebf-4598-b9fb-002bd3ffd02b,d68cc0e9-df7c-41c9-9749-de2e901f3bd3,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận HCNS - Kế Toán,Hành chánh nhân sự,,PPG,,PPJ,FC_280000,280200,280201,,3700723
5f0578fddc89b71bdcd059ac,17c3cf2b-30fe-4ab5-8356-0032dad0d8e2,7abcc41b-34e6-4b35-a514-c0f4bef240d0,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Chuyền may,,,PPG,,PPJ,FC_410000,411000,,,3700502
5f0578fddc89b71bdcd059ad,a97a6767-b67a-4bab-a0db-004a3a30dec7,1afcf3cb-dc0a-4696-ae92-57679750fca1,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Văn phòng Chi nhánh Đà Nẵng,,,PPG,,PPJ,340000,390001,,,3699705
5f0578fddc89b71bdcd059ae,20753f01-bf9e-4b89-95c2-007e0cfee24b,e190e38e-ba4e-4469-b487-43816fad2a31,PHONG PHÚ GROUP,,CÔNG TY TNHH DỆT MAY VTJ TOMS,Nhà Máy May,BP. Hoàn Tất,,,PPG,,FC_VIT,FC_VIT_11000,V11007,,,3699560
5f0578fddc89b71bdcd059af,ce5eb782-1b22-4e06-b389-0094bb5dc9d0,1507161d-0ab4-485d-be1a-25be7460b089,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,Khối Nghiệp Vụ,Phòng Nhân sự & Tuyển dụng,BP. VSCN,PPG,,PPJ,600000,620000,621000,621006,3699315
5f0578fddc89b71bdcd059b0,dc4c4427-9a7d-40dd-abfe-00a518dbd5a2,8159c54c-9a80-40a3-9755-1966fd186e30,PHONG PHÚ GROUP,,CÔNG TY TNHH DỆT MAY VTJ TOMS,Phòng Kế Toán,,,,PPG,,FC_VIT,FC_VIT_30000,,,,3699222
5f0578fddc89b71bdcd059b1,7f5a275c-ad8f-4cd3-b63c-00b92ad9969f,b6dfe6f3-92f4-4e98-9fd6-68b0310425bd,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1),Xưởng May,Chuyền 13,PPG,,PPJ,600000,FC_633000,633005,633145,3699842
5f0578fddc89b71bdcd059b2,234ee47b-1402-443a-8f8c-00bf07343b89,82c8bf0d-29a7-41cb-82e8-6ba79d02d879,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh VTJ TP. Đà Nẵng,Nhà máy Dệt 1,Xưởng Dệt,Tổ Văn minh Công nghiệp,PPG,,VTJ,VTJÐN,581400,581430,581437,3699878
5f0578fddc89b71bdcd059b3,fa2681df-14d0-4e77-a214-00cfe75ebd8e,c5e30708-511e-476c-b10c-1577586516fe,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may Jeans Xuất Khẩu,Chuyền may,Chuyền 13,,PPG,,PPJ,FC_230000,231000,231005B,,3699183
5f0578fddc89b71bdcd059b4,3fa52078-0200-4609-aa24-00ee47133de6,6159dab9-97b5-496b-a3c1-111fb0609ee9,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận Nhà ăn,,,PPG,,PPJ,FC_410000,411500,,,3699157
5f0578fddc89b71bdcd059b5,461316b5-6387-4325-a6f3-00ef96e60ec0,59677169-0292-434d-b766-14b36b1494da,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận Cơ điện - Bảo Trì,Xử lý nước thải,,PPG,,PPJ,FC_270000,270600,270603,,3699177
5f0578fddc89b71bdcd059b6,493f02a2-bfef-473c-919c-0124dec84fb0,725f40b6-15d3-4c4e-802d-662d9fca9f52,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Chuyền may,Chuyền 08,,PPG,,VTJ,FC_350000,352000,352006,,3699822
5f0578fddc89b71bdcd059b7,416afc2e-13a8-4ac3-adb8-01694e788f1f,0a705d37-671a-4d69-9c65-9dc3859a4653,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Bộ phận Cơ Điện bảo trì,Cơ điện Bảo trì,PPG,,PPJ,340000,FC_460000,460700,460701,3700252
5f0578fddc89b71bdcd059b8,354afd5c-a328-45ca-b622-019c15ed7909,a9108520-7d57-4aa7-9f5d-90bd863a13b8,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Khối Văn Phòng,Nhóm Kinh doanh 01,Nhóm Kinh doanh 1 - Đà Nẵng,,PPG,,PPJ,000000,090000,090001,,3700156
5f0578fddc89b71bdcd059b9,83328f62-6138-44f5-9c21-01cf8a34641a,68146178-c54b-40ed-a5c5-ea8df8bcd4b6,PHONG PHÚ GROUP,,CÔNG TY TNHH MTV DỆT VẢI VINATEX QUỐC TẾ,Sản xuất,Nhuộm,,,PPG,,FC_VTF,939000,939002,,,3700807
5f0578fddc89b71bdcd059ba,0e851068-dc16-4b47-a25b-01e83f5406d5,78b83bfb-1815-497c-9987-a7625a66cf8b,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Xưởng Cắt,,,PPG,,PPJ,FC_410000,410900,,,3700313
5f0578fddc89b71bdcd059bb,0c753356-84af-4ab8-b6fd-020eb12bf397,44210ee7-3c86-425e-8c52-c4523b45f70b,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Bộ phận Hoàn tất,Line 1,Ủi,PPG,,FC_HPH,840000,802000,802001,802301,3700521
5f0578fddc89b71bdcd059bc,946a856a-778a-439f-8a1b-022ada5c6196,e3fc80b5-7459-4f68-b057-689ca2f1fe91,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,Chuyền May,Chuyền 10,,PPG,,PY,FC_P03,P04700,P04781,,3699841
5f0578fddc89b71bdcd059bd,77ca13c7-8fe9-4a63-b5c6-027dbb16289e,8c3f0933-981c-45e1-8a98-00c651ea286e,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng A,Chuyền may,Chuyền 2,PPG,,PPJ,340000,FC_310000,311000,311002,3699010
5f0578fddc89b71bdcd059be,02b4c5bd-a5ed-45ff-9287-02c07e7dcefd,ebb99bff-584b-453e-995e-28118e5f0506,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Kho thành phẩm,,,PPG,,VTJ,FC_350000,355000,,,3699332
5f0578fddc89b71bdcd059bf,ff73dd9c-3fa9-406e-a0ec-02d01f2a5bd7,b518e991-8239-430e-979e-2025e330f1fe,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Phòng QA,,,PPG,,VTJ,FC_350000,351600,,,3699274
5f0578fddc89b71bdcd059c0,99872639-a4e7-41e3-a850-02fd296d250d,db4b8be7-633d-4df7-b12b-1ab3d949ab46,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng Chuẩn Bị Sản Xuất,Chuyền may,Chuyền 2,,PPG,,PPJ,FC_550000,541100,541102,,3699231
5f0578fddc89b71bdcd059c1,9f15a11a-1b7a-4971-a792-0302ec4703ca,4bcb8e96-3e61-49cd-a0db-d1a54b6b7e0a,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Chuyền may,Chuyền 13,,PPG,,PPJ,FC_410000,411000,411018,,3700617
5f0578fddc89b71bdcd059c2,4cafbc39-578a-4f0e-99e3-0332ad1d3028,2d1c1934-669f-4226-ad72-d193ce57f3d9,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Chuyền may,Chuyền 14,Cụm ráp 14,PPG,,PPJ,FC_500000,509000,509110,509112,3700614
5f0578fddc89b71bdcd059c3,3ea7a835-0cc0-42c4-a5d1-037b40d38cd5,ceea026a-30b6-4e8f-af68-0661383a9fe3,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,,BP. QC,,,PPG,,TIC,,642010,,,3699070
5f0578fddc89b71bdcd059c4,70b4c502-ccda-44cc-857e-039507b323d3,c5710900-e1de-4989-87eb-0b19357df57e,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1),Xưởng May,Chuyền 11,PPG,,PPJ,600000,FC_633000,633005,633125,3699120
5f0578fddc89b71bdcd059c5,18e309ce-4d1b-4242-87d0-039d4965f58b,806b0080-6358-480a-8607-0bf6b2d729a7,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Trung tâm hoàn tất Phong Phú - Thủ Đức,Bộ phận Quản lý chất lượng ( BP. QC ),Quản lý chất lượng hoàn tất,,PPG,,PPJ,250000,251200,251202,,3699131
5f0578fddc89b71bdcd059c6,02793edb-3485-416c-bb43-03bbbb408113,bdc81a74-d025-45de-89ee-1cbd94a40126,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chuyền may,Chuyền 07,PPG,,PPJ,340000,FC_470000,471000,470124,3699249
5f0578fddc89b71bdcd059c7,86dcb02b-40a9-40e5-b946-03c92618ecf3,cf4ac219-fd47-425d-8195-586832b6a974,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Bộ phận Ủi,,PPG,,PPJ,340000,FC_460000,461000,,3699711
5f0578fddc89b71bdcd059c8,9639a966-ff6d-46c9-8c20-03d856be856b,5258c0ab-52d4-4246-a19f-5ffeed68303e,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 3 (B2),BP Nghiệp Vụ,BP. KSSX,PPG,,PPJ,600000,FC_634000,634001,634009,3699773
5f0578fddc89b71bdcd059c9,a2a65e55-3e42-43f2-a7e4-0400961ee14c,1fe2878c-7bbe-4c94-8606-f37074b6e0da,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận Hoàn tất,Tổ 1,,PPG,,PPJ,FC_410000,411100,411101,,3700874
5f0578fddc89b71bdcd059ca,d37e8108-7c27-40d8-940a-04423b3c7a30,f6303aa1-d535-4c12-9b8c-784eaa9f5008,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 15,,PPG,,PPJ,290000,291000,291015,,3699970
5f0578fddc89b71bdcd059cb,bd6e049e-42f8-4aec-b4bc-04431a54840f,7da8dc04-322c-43b9-8a7f-195e125f4cd4,PHONG PHÚ GROUP,,Trung Tâm Hoàn Tất (Phong Phú Sài Gòn),,,,Bộ phận Quản lý chất lượng ( BP. QC ) ,PPG,,350000,,,,351200,3699220
5f0578fddc89b71bdcd059cc,4a829209-9779-458c-867d-04948f14d61f,d4e6ccc8-3aa6-443d-9d67-816ec31e8baa,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 3 (B2),Xưởng Hoàn tất,BP. Giao nhận,PPG,,PPJ,600000,FC_634000,634005,634605,3700028
5f0578fddc89b71bdcd059cd,f7f64ca5-aa50-482a-ab98-04fdf00b59d6,ee87555e-7cf0-44e0-9b95-e8a37898be2d,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may Jeans Xuất Khẩu,Chuyền may,Chuyền 14,,PPG,,PPJ,FC_230000,231000,231001B,,3700790
5f0578fddc89b71bdcd059ce,977a6431-1caf-4617-907d-051bbf5d8099,51eceb69-3384-4505-ab87-59e86923f534,PHONG PHÚ GROUP,,CÔNG TY TNHH MTV DỆT VẢI VINATEX QUỐC TẾ,Kế hoạch,,,,PPG,,FC_VTF,933000,,,,3699723
5f0578fddc89b71bdcd059cf,61ca68ff-637f-4b8d-84f6-0545ce7cda89,a75c6f8c-01f0-4594-a892-466ab601bba4,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Trung tâm hoàn tất Phong Phú - Thủ Đức,Xưởng Cắt,,,PPG,,PPJ,250000,250900,,,3699581
5f0578fddc89b71bdcd059d0,8863e4de-9c82-49df-a1fe-0567ddcf42c4,dbdfd6f2-0ad0-42da-807c-d007808b825d,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,,Bộ phận Thời trang,Chà rách,,PPG,,TIC,,T60000,T60003,,3700605
5f0578fddc89b71bdcd059d1,9b7a2eb5-7688-45ed-afaf-057d48207c82,104e02ea-19e3-40a6-a3f7-ffcf4a97986e,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 3 (B2),BP. Quản lý chất lượng (BP.QC),,PPG,,PPJ,600000,FC_634000,634006,,3700976
5f0578fddc89b71bdcd059d2,feca9ae5-6a48-48c6-b8d3-058196c9a101,42565fc2-41d0-4e16-b8d0-df8428a6ed43,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh VTJ TP. Đà Nẵng,Nhà máy Dệt Khí,Xưởng Chuẩn Bị,Tổ bảo trì,PPG,,VTJ,VTJÐN,582000,582400,582404,3700737
5f0578fddc89b71bdcd059d3,7ebf6b96-16f6-4c25-a739-058b1799945a,c85cb1d9-03a1-45bd-953b-7ca442074deb,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận thời trang ,3D Ca B,,PPG,,PPJ,FC_280000,281400,281404,,3699994
5f0578fddc89b71bdcd059d4,31a8a1bb-01fd-428d-91ee-05dcc3fbfbe2,4b746ffa-f848-46e1-8f4f-1f67b0554c59,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt Kim,Bộ phận Hoàn tất,"Đóng nút, cắt chỉ",,PPG,,FC_HPH,820000,829000,829002,,3699269
5f0578fddc89b71bdcd059d5,3bd710ad-4267-4549-9da0-05ee4e01cd87,cd5af4b8-d569-4008-9c20-7a9b5ba49920,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chuyền may,,PPG,,PPJ,340000,FC_470000,471000,,3699985
5f0578fddc89b71bdcd059d6,89bbc978-ce8e-4c68-8e9d-0608f0321eac,1560d69a-b684-4762-913d-003400f3952e,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1), BP Nghiệp vụ,Quản lý sản xuất,PPG,,PPJ,600000,FC_633000,633001,633010,3699003
5f0578fddc89b71bdcd059d7,8ffb7e3a-b0f6-49df-8fc1-064debed5f28,50555943-8d98-4589-8d72-8f9130c1517d,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 9,,PPG,,PPJ,290000,291000,291009,,3700151
5f0578fddc89b71bdcd059d8,4655fc7b-96c9-4bf3-ae32-06c93fa427de,37d21e54-cc66-40ac-9185-89b1e2e01673,PHONG PHÚ GROUP,,Nhà máy may Thun Xuất Khẩu Phong Phú Sài Gòn,,Bộ phận Hoàn Tất,,,PPG,,320000,,321300,,,3700095
5f0578fddc89b71bdcd059d9,60c2d4ef-6c58-4dd8-b22f-06d68a738972,725a3be8-708a-4221-b973-f7af8c770b2d,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,Nhà máy May HNC,Bộ phận chất lượng,,,PPG,,FC_HNC,FC_940003,947000,,,3700910
5f0578fddc89b71bdcd059da,22a19e83-6fde-4b6a-b889-0702f5a75608,6ac85b94-9880-4045-8eb8-b0f7d586bc73,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Bộ phận Hành Chánh Nhân sự,Hành chánh Nhân sự,,PPG,,PPJ,FC_500000,502000,502020,,3700381
5f0578fddc89b71bdcd059db,2913545a-f4a4-4dec-a2f5-07152f30d56d,8fc836b4-0d55-4201-be42-ba1e61011593,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Xưởng In - Thêu,Bộ phận Nhân sự,,,PPG,,FC_HPH,830000,831000,,,3700449
5f0578fddc89b71bdcd059dc,c2c58ef3-a7b6-4e04-af1b-07204ed50835,458e1eb3-8311-4c5a-8c77-12a9edbf259f,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Chuyền may,,,PPG,,PPJ,FC_220000,221000,,,3699165
5f0578fddc89b71bdcd059dd,fd1ff5ee-ef57-4712-bb2e-0728936ac4f9,dbaa254a-9d79-45d1-a692-398d51f84951,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận HCNS - Kế Toán,,,PPG,,PPJ,FC_270000,270200,,,3699480
5f0578fddc89b71bdcd059de,84c592f1-1320-4710-8c4c-077a7755804f,91b0f3ad-352c-46cd-8ea4-10f18526c2c5,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận Hoàn tất,,,PPG,,PPJ,FC_410000,411100,,,3699156
5f0578fddc89b71bdcd059df,cae4419a-9193-4dc2-82c6-079a218e9bf1,73748891-6f92-4fbf-8e4a-20e22a2c28d9,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,,P. Kỹ Thuật,,,PPG,,TIC,,641010,,,3699281
5f0578fddc89b71bdcd059e0,4f1c8234-bdb2-4bb9-8e06-07a002bbab1f,de2c42b4-420e-4d5c-876e-4995c4a4000b,PHONG PHÚ GROUP,,CÔNG TY TNHH DỆT MAY VTJ TOMS,Nhà Máy Dệt,Nhóm 1,,,PPG,,FC_VIT,FC_VIT_80000,V80001,,,3699600
5f0578fddc89b71bdcd059e1,7107351f-5c6d-40ea-8479-07b4c67901a7,1d422037-e1b3-4530-bc08-bc2c29ae652c,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Xưởng cắt ,,,PPG,,PPJ,FC_220000,220900,,,3700464
5f0578fddc89b71bdcd059e2,1f636af2-5eaf-4d83-aa3b-07d409bbbde7,1becee25-e20a-4982-9968-189e1ac593f9,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Khối Văn Phòng,Phòng Công nghệ,Ban IE,,PPG,,PPJ,000000,000000,170000,,3699216
5f0578fddc89b71bdcd059e3,321430af-d56f-4cfc-a652-07f13a7cb375,a4ad8bc8-60fb-4a1e-93b2-99f4fdbc3a22,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,Nhà máy May HNC,Bộ phận HCNS,,,PPG,,FC_HNC,FC_940003,941001,,,3700221
5f0578fddc89b71bdcd059e4,871e6abd-8ec6-497c-90a6-0813135c9e17,7b36116b-3a47-4af5-b9a0-05d348bbf3a8,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,Chuyền may,Chuyền 13,,PPG,,PY,FC_P02,P02700,P02713,,3699068
5f0578fddc89b71bdcd059e5,7c1fcfca-0bc8-47dc-ba57-08156b615d2d,c3e8f1ff-b4db-4c8b-8302-ba53592d92d3,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,Bộ phận Hoàn tất,BP. Sửa hàng,,PPG,,PY,FC_P03,P04800,P04804,,3700451
5f0578fddc89b71bdcd059e6,f690dd1d-6e05-41dc-acbb-0830c1a6bc71,67a6fe49-8a51-4a89-98a2-3457121f243b,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Công ty CPQT Phong Phú - Chi Nhánh Phú Yên,Bộ phận Giám định,,,PPG,,PPJ,540000,540008,,,3699428
5f0578fddc89b71bdcd059e7,d49d9d00-be7e-4a7f-8c61-084be77fc08d,8d895aa2-016c-4cdb-88f8-5de66544431a,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Công ty Cổ phần Vinatex Hoàng Mai,Xưởng may 01,Chuyền may,Chuyền 08,PPG,,VTJ,FC_290000,299000,299002,299082,3699752
5f0578fddc89b71bdcd059e8,83304c60-3916-4aa9-95d0-088e42dc9775,f91baa71-16c4-4060-8426-1c42f9c932ec,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng Chuẩn Bị Sản Xuất,Bộ phận Hoàn tất,,,PPG,,PPJ,FC_550000,548000,,,3699246
5f0578fddc89b71bdcd059e9,7794ca19-383a-439d-be44-08e28fef139a,421b9c72-520f-4c25-9ffc-bf2f8d048b86,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt Kim,Bộ phận Kỹ thuật,,,PPG,,FC_HPH,820000,823000,,,3700485
5f0578fddc89b71bdcd059ea,39a15616-edaf-4216-b482-08ebc871b574,b3c4bdc2-f3ee-48bf-aab0-fbc6c834c4bb,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 16,,PPG,,PPJ,290000,291000,291016,,3700948
5f0578fddc89b71bdcd059eb,ef65ce0a-6724-4f3e-8368-090b301e5d6d,79e4e074-66e3-4ed9-a8e9-decb4b335b4d,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Xưởng In - Thêu,,Kho,,PPG,,FC_HPH,830000,,832002,,3700731
5f0578fddc89b71bdcd059ec,e863df9f-87bf-4bdb-a600-094d9d93e86b,aa13a0f5-7a51-4ece-bb14-0b07e456652f,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Tổ hoàn thành,,,PPG,,FC_HPH,840000,802010,,,3699118
5f0578fddc89b71bdcd059ed,9c311f4e-5241-4da3-b19d-094d9e508ed5,eab98cba-6694-490f-90e4-c0579c66848e,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận Quản lý chất lượng ( BP. QC ) ,,,PPG,,PPJ,FC_270000,271200,,,3700498
5f0578fddc89b71bdcd059ee,9607e0b6-d887-4812-88cd-095246d32ea0,3317485c-276e-4b95-a177-c1adf4a3ca4e,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt Kim,Bộ phận Nhân sự,IT,,PPG,,FC_HPH,820000,821000,821003,,3700509
5f0578fddc89b71bdcd059ef,0a9538ef-a8f9-4477-af1e-0983180f39db,c94bc5b5-c88a-4ea5-b073-9c266e95821d,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1),Xưởng May,Chuyền 07,PPG,,PPJ,600000,FC_633000,633005,633705,3700238
5f0578fddc89b71bdcd059f0,78ee9ad7-b0da-4280-8dc1-098a0ee0dc28,e6da8ebd-4758-46e7-9c72-71ac59db1d18,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,,Bộ phận Kho,Kho thành phẩm,Kho thành phẩm B,PPG,,TIC,,T90000,T90001,T93001,3699920
5f0578fddc89b71bdcd059f1,ec7136bc-40b7-4e88-aeca-09a1d69706b4,72cb3d74-901e-47ec-bfb8-c32fee7a0762,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy Wash Phú Yên,Bộ phân Wash,Vận hành máy,,PPG,,PY,FC_P04,594000,594003,,3700514
5f0578fddc89b71bdcd059f2,b0367bdd-2730-4eab-a678-09b5729ccf56,36c2f61f-307c-4a51-a150-0022d957f0d3,PHONG PHÚ GROUP,,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 1 (Khu A),Xưởng May,Chuyền 04,PPG,,PPJ,600000,FC_632000,632005,6324005,3699002
5f0578fddc89b71bdcd059f3,8fd2bb6f-83a1-4c42-aa1a-09c8940cbe2b,6096ffe8-01e4-482c-9107-b99da6239f58,PHONG PHÚ GROUP,,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Bộ phận Hoàn tất,Line 3,Ủi,PPG,,FC_HPH,840000,802000,802003,802303,3700442
